Date,Version,NumberOfStudents,Better_roll,Worse_roll,Ticks,End_knowledge,Baseline.attention,ID,Knowledge_percent
2021-05-17,142416-1.csv,5,0.9,1.1,5745,732.5,0.1489296251080766,2,0.12750217580504786
2021-05-17,142416-1.csv,5,0.9,1.1,5745,3051,0.5385990333383093,4,0.531070496083551
2021-05-17,142416-1.csv,5,0.9,1.1,5745,1438,0.2577781905457357,3,0.25030461270670146
2021-05-17,142416-1.csv,5,0.9,1.1,5745,434.5,0.10310112913695457,1,0.07563098346388164
2021-05-17,142416-1.csv,5,0.9,1.1,5745,2762,0.49262566564859334,5,0.48076588337684945
2021-05-17,142416-10.csv,5,0.9,1.1,5745,390,0.08048006777129257,10,0.06788511749347259
2021-05-17,142416-10.csv,5,0.9,1.1,5745,481,0.09731059335120595,8,0.08372497824194952
2021-05-17,142416-10.csv,5,0.9,1.1,5745,4253,0.7521125876394312,9,0.74029590948651
2021-05-17,142416-10.csv,5,0.9,1.1,5745,2173.5,0.39395871309865027,6,0.3783289817232376
2021-05-17,142416-10.csv,5,0.9,1.1,5745,2139.5,0.3978657360319009,7,0.37241079199303745
2021-05-17,142416-11.csv,10,0.9,1.1,5745,3435,0.5940409440473529,15,0.597911227154047
2021-05-17,142416-11.csv,10,0.9,1.1,5745,4706.5,0.8098234479955825,11,0.8192341166231506
2021-05-17,142416-11.csv,10,0.9,1.1,5745,5369,0.9377053341503379,18,0.9345517841601393
2021-05-17,142416-11.csv,10,0.9,1.1,5745,5595.5,0.9929411282599602,16,0.9739773716275022
2021-05-17,142416-11.csv,10,0.9,1.1,5745,1524.5,0.2780201016790015,12,0.26536118363794603
2021-05-17,142416-11.csv,10,0.9,1.1,5745,4754.5,0.8748423661564458,13,0.8275892080069626
2021-05-17,142416-11.csv,10,0.9,1.1,5745,1112.5,0.21276977950077713,14,0.1936466492602263
2021-05-17,142416-11.csv,10,0.9,1.1,5745,3035,0.5591359018932721,17,0.5282854656222803
2021-05-17,142416-11.csv,10,0.9,1.1,5745,5514.5,0.9586471403362942,19,0.9598781549173194
2021-05-17,142416-11.csv,10,0.9,1.1,5745,5008,0.8891233845975985,20,0.8717145343777197
2021-05-17,142416-13.csv,10,0.9,1.1,5745,844.5,0.1628495106871738,25,0.14699738903394255
2021-05-17,142416-13.csv,10,0.9,1.1,5745,5354.5,0.9409037055990805,24,0.9320278503046127
2021-05-17,142416-13.csv,10,0.9,1.1,5745,146,0.047268910656179886,21,0.025413402959094864
2021-05-17,142416-13.csv,10,0.9,1.1,5745,714,0.14548420650750815,28,0.12428198433420365
2021-05-17,142416-13.csv,10,0.9,1.1,5745,4757,0.8222137624683992,22,0.8280243690165361
2021-05-17,142416-13.csv,10,0.9,1.1,5745,3231.5,0.5731743693197261,23,0.5624891209747607
2021-05-17,142416-13.csv,10,0.9,1.1,5745,1746.5,0.3265275234387274,26,0.3040034812880766
2021-05-17,142416-13.csv,10,0.9,1.1,5745,4506.5,0.8157602507032808,30,0.7844212358572672
2021-05-17,142416-13.csv,10,0.9,1.1,5745,5295.5,0.9742957466336132,27,0.9217580504786771
2021-05-17,142416-13.csv,10,0.9,1.1,5745,4725.5,0.840422059417677,29,0.8225413402959095
2021-05-17,142416-14.csv,10,0.9,1.1,5745,246.5,0.0673152808133618,34,0.04290687554395126
2021-05-17,142416-14.csv,10,0.9,1.1,5745,1152.5,0.2384212092053266,37,0.20060922541340295
2021-05-17,142416-14.csv,10,0.9,1.1,5745,707.5,0.15109788467225838,36,0.12315056570931245
2021-05-17,142416-14.csv,10,0.9,1.1,5745,4692,0.8046407992002473,35,0.816710182767624
2021-05-17,142416-14.csv,10,0.9,1.1,5745,6.5,0.02117559781759748,32,0.0011314186248912097
2021-05-17,142416-14.csv,10,0.9,1.1,5745,4938,0.907888336354328,39,0.8595300261096606
2021-05-17,142416-14.csv,10,0.9,1.1,5745,870.5,0.19271785898822757,38,0.1515230635335074
2021-05-17,142416-14.csv,10,0.9,1.1,5745,691.5,0.14210125111092364,31,0.12036553524804178
2021-05-17,142416-14.csv,10,0.9,1.1,5745,395.5,0.09075967072906965,40,0.06884247171453438
2021-05-17,142416-14.csv,10,0.9,1.1,5745,5394.5,0.9977348769921797,33,0.9389904264577894
2021-05-17,142416-15.csv,10,0.9,1.1,5745,5051,0.9334377337388426,45,0.8791993037423846
2021-05-17,142416-15.csv,10,0.9,1.1,5745,705.5,0.14560830397663505,47,0.12280243690165361
2021-05-17,142416-15.csv,10,0.9,1.1,5745,1618.5,0.3055344986200308,48,0.28172323759791124
2021-05-17,142416-15.csv,10,0.9,1.1,5745,863.5,0.17236292905423722,49,0.15030461270670148
2021-05-17,142416-15.csv,10,0.9,1.1,5745,3970.5,0.7159102059876575,46,0.6911227154046997
2021-05-17,142416-15.csv,10,0.9,1.1,5745,3877.5,0.7056408878163021,50,0.674934725848564
2021-05-17,142416-15.csv,10,0.9,1.1,5745,1551.5,0.2771853941340572,42,0.2700609225413403
2021-05-17,142416-15.csv,10,0.9,1.1,5745,2211.5,0.42128193322413077,41,0.38494342906875545
2021-05-17,142416-15.csv,10,0.9,1.1,5745,1387,0.2723344537269965,43,0.24142732811140122
2021-05-17,142416-15.csv,10,0.9,1.1,5745,1633,0.29635979406520185,44,0.28424717145343775
2021-05-17,142416-17.csv,10,0.9,1.1,5745,4603,0.7925036044484404,60,0.8012184508268059
2021-05-17,142416-17.csv,10,0.9,1.1,5745,3288,0.5847038660492497,51,0.5723237597911227
