Date,Version,NumberOfStudents,Better_roll,Worse_roll,Pon.task,Ticks,End_knowledge,Baseline.attention,ID,Knowledge_percent
2021-05-19,141750-10.csv,25,0.9,1.1,0.1032246258628009,11490,7536,0.7758463837405399,47,0.6558746736292428
2021-05-19,141750-10.csv,25,0.9,1.1,0.1562113059154392,11490,5726,0.6256304508065439,30,0.49834638816362054
2021-05-19,141750-10.csv,25,0.9,1.1,0.1394773440411481,11490,7329,0.7663516205304811,38,0.6378590078328982
2021-05-19,141750-10.csv,25,0.9,1.1,0.17640256686871172,11490,7238,0.749707818703904,28,0.6299390774586597
2021-05-19,141750-10.csv,25,0.9,1.1,0.1966314477284901,11490,8844.5,0.893325968142525,45,0.7697563098346388
2021-05-19,141750-10.csv,25,0.9,1.1,0.09372246440311426,11490,6314.5,0.668890696876645,49,0.5495648389904264
2021-05-19,141750-11.csv,25,0.9,1.1,0.11442923713912095,11490,8792.5,0.8810013670571584,54,0.765230635335074
2021-05-19,141750-11.csv,25,0.9,1.1,0.15615436322570533,11490,8109.5,0.8348563314021835,67,0.7057876414273281
2021-05-19,141750-11.csv,25,0.9,1.1,0.14027522563643086,11490,7576.5,0.785153811318947,56,0.6593994778067885
2021-05-19,141750-11.csv,25,0.9,1.1,0.1656179221291483,11490,8491,0.8680908502745835,75,0.7389904264577893
2021-05-19,141750-11.csv,25,0.9,1.1,0.1425400392409414,11490,7196.5,0.7558697922787849,53,0.6263272410791993
2021-05-19,141750-11.csv,25,0.9,1.1,0.14850968379463939,11490,7189.5,0.7509636858067296,69,0.6257180156657963
2021-05-19,141750-11.csv,25,0.9,1.1,0.1937817445800579,11490,9150,0.9156812149930716,65,0.7963446475195822
2021-05-19,141750-11.csv,25,0.9,1.1,0.1394676335666925,11490,7921,0.811234911485093,63,0.6893820713664056
2021-05-19,141750-11.csv,25,0.9,1.1,0.16640299000286676,11490,6014,0.6473387776193563,73,0.5234116623150565
2021-05-19,141750-11.csv,25,0.9,1.1,0.15728443647000803,11490,9088.5,0.9059708447932798,57,0.7909921671018276
2021-05-19,141750-11.csv,25,0.9,1.1,0.1753625110425998,11490,8194.5,0.8335582070299284,74,0.7131853785900784
2021-05-19,141750-11.csv,25,0.9,1.1,0.14681141354986443,11490,8830.5,0.8888219174681674,58,0.7685378590078329
2021-05-19,141750-11.csv,25,0.9,1.1,0.12622669713724477,11490,6529,0.6863892819054491,59,0.5682332463011314
2021-05-19,141750-11.csv,25,0.9,1.1,0.13284603585926297,11490,7656.5,0.793394767617525,68,0.6663620539599652
2021-05-19,141750-11.csv,25,0.9,1.1,0.18959254079527613,11490,7366,0.7654586664088473,62,0.6410791993037424
2021-05-19,141750-11.csv,25,0.9,1.1,0.1742665997505493,11490,6846,0.7187382998692461,70,0.595822454308094
2021-05-19,141750-11.csv,25,0.9,1.1,0.18879980222398118,11490,6602,0.6996218323953567,61,0.5745865970409051
2021-05-19,141750-11.csv,25,0.9,1.1,0.12710670728123055,11490,7191,0.755144374731134,72,0.6258485639686684
2021-05-19,141750-11.csv,25,0.9,1.1,0.1334657853163269,11490,8379,0.847590434110454,64,0.729242819843342
2021-05-19,141750-11.csv,25,0.9,1.1,0.11160533300828944,11490,7525.5,0.779811579496345,60,0.6549608355091384
2021-05-19,141750-11.csv,25,0.9,1.1,0.15504325587481826,11490,8418,0.864386722207928,66,0.7326370757180156
2021-05-19,141750-11.csv,25,0.9,1.1,0.13964038906865742,11490,8588,0.8648665981047572,71,0.747432550043516
2021-05-19,141750-11.csv,25,0.9,1.1,0.10191372626802032,11490,8402,0.8532301360488548,52,0.7312445604873803
2021-05-19,141750-11.csv,25,0.9,1.1,0.12814207006081565,11490,8965.5,0.8937445163291613,55,0.7802872062663185
2021-05-19,141750-11.csv,25,0.9,1.1,0.15103199145745713,11490,7712.5,0.7849604546509643,51,0.6712358572671888
2021-05-19,141750-12.csv,25,0.9,1.1,0.12847895892409877,11490,6779,0.7210298554549825,79,0.5899912967798085
2021-05-19,141750-12.csv,25,0.9,1.1,0.15798960460533903,11490,9120.5,0.9138891192839148,76,0.7937771975630984
2021-05-19,141750-12.csv,25,0.9,1.1,0.20456310368517444,11490,7253,0.764205979440101,84,0.6312445604873803
2021-05-19,141750-12.csv,25,0.9,1.1,0.1518619963369917,11490,6694,0.701104452797899,90,0.5825935596170583
2021-05-19,141750-12.csv,25,0.9,1.1,0.19500827617496366,11490,8357.5,0.8656485552677933,95,0.7273716275021758
2021-05-19,141750-12.csv,25,0.9,1.1,0.12790839264096326,11490,5884,0.6386791615947183,86,0.5120974760661444
2021-05-19,141750-12.csv,25,0.9,1.1,0.12157997559263536,11490,8699,0.8804621331910648,78,0.7570931244560487
2021-05-19,141750-12.csv,25,0.9,1.1,0.12481350085987385,11490,5891,0.6369359214991854,94,0.5127067014795474
2021-05-19,141750-12.csv,25,0.9,1.1,0.15242439066369026,11490,8465.5,0.8666791775300071,82,0.7367711053089643
2021-05-19,141750-12.csv,25,0.9,1.1,0.16981500276778877,11490,7448,0.7777802109734698,97,0.6482158398607485
2021-05-19,141750-12.csv,25,0.9,1.1,0.11573048295410976,11490,9347.5,0.9354512992217723,77,0.8135335073977371
2021-05-19,141750-12.csv,25,0.9,1.1,0.11784457778345268,11490,7610,0.78031856450693,100,0.6623150565709313
2021-05-19,141750-12.csv,25,0.9,1.1,0.17066094202736684,11490,7488.5,0.7779593607091287,96,0.6517406440382941
2021-05-19,141750-12.csv,25,0.9,1.1,0.11158122115758733,11490,6615.5,0.702799487359264,80,0.5757615317667537
2021-05-19,141750-12.csv,25,0.9,1.1,0.14447249797919676,11490,8483,0.8626618974043732,83,0.7382941688424717
2021-05-19,141750-12.csv,25,0.9,1.1,0.13206657232664348,11490,6999,0.7318281328694224,88,0.6091383812010444
2021-05-19,141750-12.csv,25,0.9,1.1,0.15317477061857138,11490,7998,0.8092578353773112,92,0.6960835509138381
2021-05-19,141750-12.csv,25,0.9,1.1,0.22267649945310164,11490,6516.5,0.6923055015823806,87,0.5671453437771976
2021-05-19,141750-12.csv,25,0.9,1.1,0.16161168742435883,11490,7571.5,0.7711681849494695,91,0.658964316797215
2021-05-19,141750-12.csv,25,0.9,1.1,0.17296290469288977,11490,7472,0.7797205174401273,85,0.6503046127067015
2021-05-19,141750-12.csv,25,0.9,1.1,0.16743874441531045,11490,8530,0.8736828537083259,81,0.742384682332463
2021-05-19,141750-12.csv,25,0.9,1.1,0.13595924689165823,11490,5675.5,0.6260037631979559,99,0.4939512619669278
2021-05-19,141750-12.csv,25,0.9,1.1,0.16511193948072167,11490,9130.5,0.9215287981064294,98,0.7946475195822454
2021-05-19,141750-12.csv,25,0.9,1.1,0.16755887094992136,11490,6520,0.6866053692706712,93,0.5674499564838991
2021-05-19,141750-12.csv,25,0.9,1.1,0.12348237584401112,11490,7816,0.7988434203278421,89,0.6802436901653612
2021-05-19,141750-13.csv,25,0.9,1.1,0.09834660502873316,11490,8648.5,0.8729081530848446,103,0.752697998259356
2021-05-19,141750-13.csv,25,0.9,1.1,0.13416275382095505,11490,6431.5,0.6807293876381105,120,0.5597476066144473
2021-05-19,141750-13.csv,25,0.9,1.1,0.13561317119833288,11490,9032.5,0.9049292184429928,106,0.786118363794604
2021-05-19,141750-13.csv,25,0.9,1.1,0.1404379772524185,11490,8478,0.8638387369979662,115,0.7378590078328982
2021-05-19,141750-13.csv,25,0.9,1.1,0.16992725907890005,11490,8806,0.8808733502252062,112,0.7664055700609226
2021-05-19,141750-13.csv,25,0.9,1.1,0.18282181772085326,11490,7942.5,0.8049190290137724,102,0.6912532637075718
2021-05-19,141750-13.csv,25,0.9,1.1,0.18437444508707418,11490,7206,0.7394984211670131,124,0.6271540469973891
2021-05-19,141750-13.csv,25,0.9,1.1,0.1686273102501231,11490,9433.5,0.9429503311429344,108,0.8210182767624021
2021-05-19,141750-13.csv,25,0.9,1.1,0.14861711938481534,11490,8196,0.8371868088935545,117,0.7133159268929504
2021-05-19,141750-13.csv,25,0.9,1.1,0.15328226437122094,11490,5779,0.6270060160096131,104,0.5029590948651
2021-05-19,141750-13.csv,25,0.9,1.1,0.13254139970686163,11490,8888.5,0.897877466326581,111,0.773585726718886
2021-05-19,141750-13.csv,25,0.9,1.1,0.1499742486040302,11490,7571,0.7812807865303335,118,0.6589208006962576
2021-05-19,141750-13.csv,25,0.9,1.1,0.13922696363106818,11490,7483,0.7728967754979891,107,0.6512619669277633
2021-05-19,141750-13.csv,25,0.9,1.1,0.08769121922990117,11490,7144.5,0.7428269147957496,119,0.6218015665796345
2021-05-19,141750-13.csv,25,0.9,1.1,0.11700455843192,11490,6179.5,0.6646911674096367,122,0.5378154917319408
2021-05-19,141750-13.csv,25,0.9,1.1,0.11866648533989599,11490,9350,0.9363297276427556,123,0.8137510879025239
2021-05-19,141750-13.csv,25,0.9,1.1,0.1709784020243561,11490,7703.5,0.7830909658942595,121,0.6704525674499565
2021-05-19,141750-13.csv,25,0.9,1.1,0.14935703355725483,11490,8360,0.8507576523533865,105,0.7275892080069626
2021-05-19,141750-13.csv,25,0.9,1.1,0.1465084543726039,11490,9476.5,0.9477966449189456,109,0.8247606614447346
2021-05-19,141750-13.csv,25,0.9,1.1,0.1344914606563631,11490,8187.5,0.8362021373449365,101,0.7125761531766753
2021-05-19,141750-13.csv,25,0.9,1.1,0.16210073500513772,11490,9203,0.924342352305552,113,0.8009573542210618
2021-05-19,141750-13.csv,25,0.9,1.1,0.15564986401669978,11490,8160.5,0.8273974080324016,116,0.7102262837249782
2021-05-19,141750-13.csv,25,0.9,1.1,0.14732030482616032,11490,6468,0.6948638322312228,110,0.5629242819843342
2021-05-19,141750-13.csv,25,0.9,1.1,0.11310679785112783,11490,7589.5,0.7688176388720632,125,0.6605308964316797
2021-05-19,141750-13.csv,25,0.9,1.1,0.10684041921494584,11490,8360.5,0.8454190573547281,114,0.7276327241079199
2021-05-19,141750-14.csv,25,0.9,1.1,0.19271281713109203,11490,9116.5,0.9212241874715259,144,0.7934290687554395
2021-05-19,141750-14.csv,25,0.9,1.1,0.14893105707586726,11490,9070,0.9100392329292172,150,0.7893820713664056
2021-05-19,141750-14.csv,25,0.9,1.1,0.14648514372772717,11490,6777,0.7156076678869994,138,0.5898172323759792
2021-05-19,141750-14.csv,25,0.9,1.1,0.12381063287665078,11490,6914.5,0.7240905716024528,126,0.6017841601392515
2021-05-19,141750-14.csv,25,0.9,1.1,0.18302926589445495,11490,9330.5,0.9340584163308273,135,0.8120539599651871
2021-05-19,141750-14.csv,25,0.9,1.1,0.17076585889130116,11490,7803,0.8009869467743064,130,0.6791122715404699
2021-05-19,141750-14.csv,25,0.9,1.1,0.17050736895525917,11490,8129.5,0.8253133463164369,141,0.7075282854656223
2021-05-19,141750-14.csv,25,0.9,1.1,0.12929449427168427,11490,8158,0.8207449339821402,129,0.7100087032201915
2021-05-19,141750-14.csv,25,0.9,1.1,0.09238963044414383,11490,7601.5,0.7770988307273119,137,0.6615752828546563
2021-05-19,141750-14.csv,25,0.9,1.1,0.14438588478731385,11490,7829.5,0.7990850503652855,136,0.6814186248912097
2021-05-19,141750-14.csv,25,0.9,1.1,0.12019688140376895,11490,6925,0.7222063278588616,133,0.602697998259356
2021-05-19,141750-14.csv,25,0.9,1.1,0.13372656685249232,11490,7437.5,0.7789282265329522,132,0.647302001740644
2021-05-19,141750-14.csv,25,0.9,1.1,0.1763966877829688,11490,7115.5,0.7405492976016292,140,0.619277632724108
2021-05-19,141750-14.csv,25,0.9,1.1,0.1235757652194226,11490,7598,0.7832675723119933,148,0.6612706701479547
2021-05-19,141750-14.csv,25,0.9,1.1,0.0895100430463618,11490,7055.5,0.7339426401015704,146,0.6140557006092254
2021-05-19,141750-14.csv,25,0.9,1.1,0.13212410784852952,11490,8315,0.8381452356735553,143,0.7236727589208007
2021-05-19,141750-14.csv,25,0.9,1.1,0.16612874749802997,11490,8465.5,0.856811183797122,128,0.7367711053089643
2021-05-19,141750-14.csv,25,0.9,1.1,0.18440716674399343,11490,7957,0.8189084947102578,131,0.692515230635335
2021-05-19,141750-14.csv,25,0.9,1.1,0.14001665675159639,11490,8085,0.815773880160287,145,0.7036553524804178
2021-05-19,141750-14.csv,25,0.9,1.1,0.17637662891847403,11490,7702.5,0.7878265655301329,147,0.6703655352480418
2021-05-19,141750-14.csv,25,0.9,1.1,0.1871401666328879,11490,5617.5,0.6238250101895697,139,0.48890339425587465
2021-05-19,141750-14.csv,25,0.9,1.1,0.11322022794054072,11490,6888,0.728548655558351,134,0.5994778067885117
2021-05-19,141750-14.csv,25,0.9,1.1,0.11213660562138658,11490,8826,0.9054341223573625,149,0.7681462140992167
2021-05-19,141750-14.csv,25,0.9,1.1,0.14274239169864514,11490,6887.5,0.728110113625298,142,0.5994342906875544
2021-05-19,141750-14.csv,25,0.9,1.1,0.11703819268720672,11490,9179.5,0.918048107754705,127,0.7989120974760662
2021-05-19,141750-15.csv,25,0.9,1.1,0.18220215506256632,11490,7165,0.7446532060533597,169,0.623585726718886
2021-05-19,141750-15.csv,25,0.9,1.1,0.1483643021094984,11490,8886.5,0.8913132237443097,156,0.7734116623150565
2021-05-19,141750-15.csv,25,0.9,1.1,0.135361295723346,11490,7846,0.8123026099461506,165,0.6828546562228024
2021-05-19,141750-15.csv,25,0.9,1.1,0.17031352065024924,11490,7772,0.8010685881543328,162,0.676414273281114
2021-05-19,141750-15.csv,25,0.9,1.1,0.17579259801739283,11490,9492.5,0.9332749775334213,157,0.8261531766753699
2021-05-19,141750-15.csv,25,0.9,1.1,0.16962672778867696,11490,6719,0.7133980583925373,175,0.584769364664926
2021-05-19,141750-15.csv,25,0.9,1.1,0.1381461927697861,11490,7926,0.8070986144559014,172,0.6898172323759791
2021-05-19,141750-15.csv,25,0.9,1.1,0.13529066716627908,11490,8451.5,0.8578979745659512,152,0.7355526544821585
2021-05-19,141750-15.csv,25,0.9,1.1,0.08293690079868835,11490,6110.5,0.6636895746903733,160,0.5318102697998259
2021-05-19,141750-15.csv,25,0.9,1.1,0.18394554013684059,11490,8722.5,0.8825364393934771,171,0.7591383812010444
2021-05-19,141750-15.csv,25,0.9,1.1,0.20397831038527142,11490,7658.5,0.7920040824476818,168,0.6665361183637946
2021-05-19,141750-15.csv,25,0.9,1.1,0.1236703053449052,11490,6743.5,0.7123630246487019,173,0.5869016536118363
2021-05-19,141750-15.csv,25,0.9,1.1,0.21153229597608048,11490,8369.5,0.8378550035417982,155,0.7284160139251523
2021-05-19,141750-15.csv,25,0.9,1.1,0.13666834318557056,11490,6033,0.6537432302242978,154,0.525065274151436
2021-05-19,141750-15.csv,25,0.9,1.1,0.13295769129132684,11490,8719.5,0.8778977234824824,159,0.7588772845953002
2021-05-19,141750-15.csv,25,0.9,1.1,0.11941572201116359,11490,8287.5,0.841398829865198,164,0.7212793733681462
2021-05-19,141750-15.csv,25,0.9,1.1,0.12349430963595315,11490,7924.5,0.8141520431967789,166,0.6896866840731071
2021-05-19,141750-15.csv,25,0.9,1.1,0.18820176554836382,11490,6217,0.6616399205454155,153,0.5410791993037424
2021-05-19,141750-15.csv,25,0.9,1.1,0.11976238039654163,11490,8715,0.8685281616320356,170,0.758485639686684
2021-05-19,141750-15.csv,25,0.9,1.1,0.15504796561291698,11490,8680.5,0.8700159571879102,151,0.7554830287206267
2021-05-19,141750-15.csv,25,0.9,1.1,0.14206612507082267,11490,6429.5,0.6907493214595309,167,0.559573542210618
2021-05-19,141750-15.csv,25,0.9,1.1,0.18036996866519336,11490,9276,0.9194771219878259,158,0.8073107049608355
2021-05-19,141750-15.csv,25,0.9,1.1,0.17566236033767724,11490,7737.5,0.7989335768196001,174,0.6734116623150566
2021-05-19,141750-15.csv,25,0.9,1.1,0.12708955902558025,11490,9475.5,0.9375191887170675,161,0.8246736292428198
2021-05-19,141750-15.csv,25,0.9,1.1,0.17242995995442892,11490,7764.5,0.7960833768278838,163,0.6757615317667537
2021-05-19,141750-16.csv,25,0.9,1.1,0.13440988625061373,11490,7677,0.7869175945645644,198,0.6681462140992167
2021-05-19,141750-16.csv,25,0.9,1.1,0.10604635628305598,11490,7092.5,0.7314149584721955,199,0.6172758920800696
2021-05-19,141750-16.csv,25,0.9,1.1,0.13529817137297762,11490,9094.5,0.91774591811664,191,0.7915143603133159
2021-05-19,141750-16.csv,25,0.9,1.1,0.15960862683093882,11490,9351,0.9306443076879025,195,0.8138381201044387
2021-05-19,141750-16.csv,25,0.9,1.1,0.12052236470987693,11490,7157.5,0.7596246608911188,188,0.6229329852045257
2021-05-19,141750-16.csv,25,0.9,1.1,0.1623275597373879,11490,8490.5,0.8609816806797728,187,0.738946910356832
2021-05-19,141750-16.csv,25,0.9,1.1,0.15163116489354153,11490,7706.5,0.7853133635758569,185,0.6707136640557007
2021-05-19,141750-16.csv,25,0.9,1.1,0.1751821676322732,11490,5038,0.568090779260226,182,0.43846823324630113
2021-05-19,141750-16.csv,25,0.9,1.1,0.12316711526556796,11490,6836,0.7185763166126786,176,0.5949521322889469
2021-05-19,141750-16.csv,25,0.9,1.1,0.14250165128213477,11490,8572.5,0.8570495984642682,181,0.7460835509138382
2021-05-19,141750-16.csv,25,0.9,1.1,0.13856233524676853,11490,6066.5,0.6563306205373535,184,0.5279808529155787
2021-05-19,141750-16.csv,25,0.9,1.1,0.16467993867706732,11490,6961.5,0.7306167445240365,180,0.6058746736292429
2021-05-19,141750-16.csv,25,0.9,1.1,0.11464449958671771,11490,7392.5,0.7690632359180969,200,0.6433855526544822
2021-05-19,141750-16.csv,25,0.9,1.1,0.13566429062405905,11490,6220.5,0.6665031033221894,196,0.5413838120104438
2021-05-19,141750-16.csv,25,0.9,1.1,0.10118075424836265,11490,6171,0.6706829626468213,192,0.5370757180156658
2021-05-19,141750-16.csv,25,0.9,1.1,0.12479021976470876,11490,9132,0.9217738540281809,193,0.7947780678851175
2021-05-19,141750-16.csv,25,0.9,1.1,0.17705227546395366,11490,8686.5,0.8769291452423477,194,0.7560052219321148
2021-05-19,141750-16.csv,25,0.9,1.1,0.12003033441503452,11490,6138,0.6584145412911804,177,0.5342036553524804
2021-05-19,141750-16.csv,25,0.9,1.1,0.11292842812994228,11490,7392.5,0.7719498236914639,190,0.6433855526544822
2021-05-19,141750-16.csv,25,0.9,1.1,0.12356847080001936,11490,6609,0.7025810820847175,189,0.5751958224543081
2021-05-19,141750-16.csv,25,0.9,1.1,0.08963167149245511,11490,8788,0.8881640275241318,178,0.7648389904264578
2021-05-19,141750-16.csv,25,0.9,1.1,0.10971238642568475,11490,7030.5,0.7416744233860255,183,0.6118798955613577
2021-05-19,141750-16.csv,25,0.9,1.1,0.2064256752465804,11490,8491,0.8589373416687074,179,0.7389904264577893
2021-05-19,141750-16.csv,25,0.9,1.1,0.14099155292964102,11490,7817,0.8114431687104733,197,0.6803307223672759
2021-05-19,141750-16.csv,25,0.9,1.1,0.1305596787323407,11490,8470,0.8566711491616187,186,0.7371627502175805
2021-05-19,141750-2.csv,25,0.9,1.1,0.13233163285367927,11490,7657,0.787527574357171,225,0.6664055700609225
2021-05-19,141750-2.csv,25,0.9,1.1,0.14242807718601427,11490,6375.5,0.6795537155108746,202,0.5548738033072237
2021-05-19,141750-2.csv,25,0.9,1.1,0.1540800063971533,11490,8010.5,0.817319547700524,223,0.697171453437772
2021-05-19,141750-2.csv,25,0.9,1.1,0.10339784450008684,11490,7471.5,0.7666997327943149,213,0.6502610966057442
2021-05-19,141750-2.csv,25,0.9,1.1,0.14904056930120635,11490,6526,0.6803519982751626,212,0.5679721496953873
2021-05-19,141750-2.csv,25,0.9,1.1,0.10696520344238447,11490,8622,0.866844297589521,224,0.7503916449086162
2021-05-19,141750-2.csv,25,0.9,1.1,0.13206663318969836,11490,9216.5,0.9233517567981645,219,0.8021322889469104
2021-05-19,141750-2.csv,25,0.9,1.1,0.13866423227442096,11490,7274.5,0.7511163172974916,210,0.6331157528285466
2021-05-19,141750-2.csv,25,0.9,1.1,0.14281756572449372,11490,4742,0.5462893090013822,218,0.4127067014795474
2021-05-19,141750-2.csv,25,0.9,1.1,0.1442693571900581,11490,9346,0.936023941785566,217,0.8134029590948652
2021-05-19,141750-2.csv,25,0.9,1.1,0.1021011247036975,11490,7920,0.802731586891848,203,0.6892950391644909
2021-05-19,141750-2.csv,25,0.9,1.1,0.13655016272981377,11490,7071,0.7351543636253534,215,0.6154046997389034
2021-05-19,141750-2.csv,25,0.9,1.1,0.11201185536306996,11490,9558.5,0.9472116315448751,204,0.8318973020017406
2021-05-19,141750-2.csv,25,0.9,1.1,0.15878041874504187,11490,7983,0.8127779843517848,211,0.6947780678851175
2021-05-19,141750-2.csv,25,0.9,1.1,0.18762134316250895,11490,8281,0.8455766419995435,209,0.7207136640557006
2021-05-19,141750-2.csv,25,0.9,1.1,0.16007368759238533,11490,9208,0.9214833719636494,221,0.8013925152306354
2021-05-19,141750-2.csv,25,0.9,1.1,0.1656880277873782,11490,8613.5,0.8773167140353775,208,0.7496518711923411
2021-05-19,141750-2.csv,25,0.9,1.1,0.16251521752295386,11490,9380,0.9281014811787177,214,0.8163620539599652
2021-05-19,141750-2.csv,25,0.9,1.1,0.15465597089031433,11490,9355.5,0.9381973699874393,222,0.8142297650130549
2021-05-19,141750-2.csv,25,0.9,1.1,0.1694703145534378,11490,9076.5,0.9145557354548283,205,0.7899477806788512
2021-05-19,141750-2.csv,25,0.9,1.1,0.13676721732373304,11490,7821,0.7975346520113185,207,0.6806788511749348
2021-05-19,141750-2.csv,25,0.9,1.1,0.09918769341860252,11490,5517.5,0.6103128543225781,216,0.48020017406440385
2021-05-19,141750-2.csv,25,0.9,1.1,0.1347866855622968,11490,8232,0.8468276675144295,206,0.7164490861618799
2021-05-19,141750-2.csv,25,0.9,1.1,0.06853241258710968,11490,7512,0.7776269168288455,220,0.6537859007832898
2021-05-19,141750-2.csv,25,0.9,1.1,0.143503284662684,11490,5694,0.6164664121340413,201,0.4955613577023499
2021-05-19,141750-3.csv,25,0.9,1.1,0.18068839713102314,11490,7625.5,0.7839238074891536,228,0.6636640557006093
2021-05-19,141750-3.csv,25,0.9,1.1,0.18098236609777624,11490,8602,0.8696044771740519,238,0.748651000870322
2021-05-19,141750-3.csv,25,0.9,1.1,0.18892067399690843,11490,6259,0.6781995460521826,232,0.5447345517841602
