Date,Version,NumberOfStudents,Better_roll,Worse_roll,Ticks,End_knowledge,Baseline.attention,ID,Knowledge_percent
2021-05-19,150457-1.csv,5,0.9,1.1,11490,10197,0.8647509903032456,1,0.887467362924282
2021-05-19,150457-1.csv,5,0.9,1.1,11490,10854.5,0.9446269126612481,5,0.9446910356832028
2021-05-19,150457-1.csv,5,0.9,1.1,11490,8840,0.7815484264510286,4,0.7693646649260226
2021-05-19,150457-1.csv,5,0.9,1.1,11490,6987,0.5919759128203457,3,0.6080939947780679
2021-05-19,150457-1.csv,5,0.9,1.1,11490,10262,0.905535153639791,2,0.893124456048738
2021-05-19,150520-1.csv,10,0.9,1.1,11490,7876.5,0.682921130866398,8,0.6855091383812011
2021-05-19,150520-1.csv,10,0.9,1.1,11490,7711.5,0.6683993010032708,15,0.6711488250652742
2021-05-19,150520-1.csv,10,0.9,1.1,11490,10781.5,0.9449958379274745,7,0.9383376849434291
2021-05-19,150520-1.csv,10,0.9,1.1,11490,9134.5,0.7907138598209669,10,0.7949956483899042
2021-05-19,150520-1.csv,10,0.9,1.1,11490,10350.5,0.8998360967413769,11,0.9008268059181898
2021-05-19,150520-1.csv,10,0.9,1.1,11490,9179,0.7925550826427015,13,0.7988685813751087
2021-05-19,150520-1.csv,10,0.9,1.1,11490,8661,0.7534073547877597,9,0.7537859007832898
2021-05-19,150520-1.csv,10,0.9,1.1,11490,9011.5,0.7742876433488597,12,0.7842906875543951
2021-05-19,150520-1.csv,10,0.9,1.1,11490,9120.5,0.7892939285109682,14,0.7937771975630984
2021-05-19,150520-1.csv,10,0.9,1.1,11490,9314,0.8149975120117824,6,0.8106179286335944
2021-05-19,150520-10.csv,10,0.9,1.1,11490,6956.5,0.5916002051134484,18,0.6054395126196693
2021-05-19,150520-10.csv,10,0.9,1.1,11490,8862,0.7628116252430461,19,0.7712793733681462
2021-05-19,150520-10.csv,10,0.9,1.1,11490,8948.5,0.7804240089111927,22,0.7788076588337685
2021-05-19,150520-10.csv,10,0.9,1.1,11490,9904,0.8448809237931129,16,0.8619669277632724
2021-05-19,150520-10.csv,10,0.9,1.1,11490,8453,0.7369800958966642,24,0.7356832027850304
2021-05-19,150520-10.csv,10,0.9,1.1,11490,9248,0.7996210240534544,25,0.8048738033072237
2021-05-19,150520-10.csv,10,0.9,1.1,11490,8243.5,0.724825993478819,20,0.7174499564838991
2021-05-19,150520-10.csv,10,0.9,1.1,11490,10547,0.9113195124631198,23,0.9179286335944299
2021-05-19,150520-10.csv,10,0.9,1.1,11490,9149.5,0.7987199622395998,17,0.7963011314186249
2021-05-19,150520-10.csv,10,0.9,1.1,11490,7975.5,0.6984153443426008,21,0.6941253263707572
2021-05-19,150520-2.csv,10,0.9,1.1,11490,6625,0.5851594789810747,33,0.5765883376849434
2021-05-19,150520-2.csv,10,0.9,1.1,11490,7390,0.6561546204527997,30,0.6431679721496953
2021-05-19,150520-2.csv,10,0.9,1.1,11490,9250,0.7952561066189117,26,0.8050478677110531
2021-05-19,150520-2.csv,10,0.9,1.1,11490,8164,0.7044371782719132,31,0.7105308964316798
2021-05-19,150520-2.csv,10,0.9,1.1,11490,10511.5,0.9061603077470471,35,0.9148389904264578
2021-05-19,150520-2.csv,10,0.9,1.1,11490,6668.5,0.5801215324162164,27,0.5803742384682332
2021-05-19,150520-2.csv,10,0.9,1.1,11490,10452.5,0.9138627232639586,34,0.90970409051349
2021-05-19,150520-2.csv,10,0.9,1.1,11490,9959.5,0.8649117348175364,29,0.8667972149695388
2021-05-19,150520-2.csv,10,0.9,1.1,11490,10637.5,0.9398962597594708,32,0.925805047867711
2021-05-19,150520-2.csv,10,0.9,1.1,11490,9129,0.7878840176024859,28,0.7945169712793734
2021-05-19,150520-3.csv,10,0.9,1.1,11490,10252.5,0.8752391579296204,37,0.8922976501305483
2021-05-19,150520-3.csv,10,0.9,1.1,11490,10521,0.9062827675302042,44,0.9156657963446475
2021-05-19,150520-3.csv,10,0.9,1.1,11490,10151,0.8677677213038768,45,0.8834638816362054
2021-05-19,150520-3.csv,10,0.9,1.1,11490,9778,0.8336121939590962,39,0.8510008703220191
2021-05-19,150520-3.csv,10,0.9,1.1,11490,8291,0.7164581900928415,40,0.7215839860748476
2021-05-19,150520-3.csv,10,0.9,1.1,11490,9593,0.8291441706227002,38,0.8348999129677981
2021-05-19,150520-3.csv,10,0.9,1.1,11490,10785.5,0.9199349990997693,36,0.938685813751088
2021-05-19,150520-3.csv,10,0.9,1.1,11490,10747.5,0.9221654240528595,43,0.935378590078329
